一丁点儿 (yi1,ding1,dian3,er5)
炸鸡蛋 (zha2,ji1,dan4)
点将 (dian3,jiang4)
点心瓤子 (dian3,xin1,rang2,zi5)
点手划脚 (dian3,shou3,ji2,jiao3)
点指划脚 (dian3,zhi3,ji2,jiao3)
点数 (dian3,shu4)
点着 (dian3,zhao2)
点石为金 (dian3,shi2,wei2,jin1)
点种 (dian3,zhong4)
烂糊 (lan4,hu2)
烘干机 (hong2,gan1,ji1)
烙印 (lao4,yin4)
烙铁 (lao4,tie3)
烙饼 (lao4,bing3)
烛照数计 (zhu2,zhao4,shu4,ji4)
烟卷 (yan1,juan4)
烟卷儿 (yan1,juan3,er2)
烟幕弹 (yan1,mu4,dan4)
烟斗 (yan1,dou3)
烟杆 (yan1,gan3)
烟熏火燎 (yan1,xun1,huo3,liao3)
烟筒 (yan1,tong2)
烟雾弹 (yan1,wu4,dan4)
烫发 (tang4,fa4)
热切 (re4,qie4)
热和 (re4,huo5)
热哄哄 (re4,hong3,hong3)
热得快 (re4,de5,kuai4)
热核反应 (re4,he2,fan3,ying4)
热核炸弹 (re4,he2,zha4,dan4)
热水澡 (re4,shui4,zao3)
热熬翻饼 (re3,ao2,fan1,bing3)
热血 (re4,xue4)
烹龙炮凤 (peng1,long2,pao2,feng4)
焊缝 (han4,feng4)
焕然一新 (huan4,ran2,yi4,xin1)
焦唇干舌 (jiao1,chun2,gan4,she2)
焦沙烂石 (jiao1,sha1,shi2,lan4)
焦熬投石 (jiao1,ao2,tou2,shi2)
焦糊 (jiao1,hu2)
煎炸 (jian1,zha2)
煎熬 (jian1,ao2)
煞尾 (sha1,wei3)
煞星 (sha4,xing1)
煞有介事 (sha4,you3,jie4,shi4)
煞气 (sha4,qi4)
煞白 (sha4,bai2)
煞神 (sha4,shen2)
煞费心机 (sha4,fei4,xin1,ji1)
煞费苦心 (sha4,fei4,ku3,xin1)
煤核儿 (mei2,hu2,er2)
煤熏 (mei2,xun4)
照应 (zhao4,ying4)
照明弹 (zhao4,ming2,dan4)
照片 (zhao4,pian1)
照相 (zhao4,xiang4)
煨干就湿 (wei1,gan4,jiu4,shi1)
煨干避湿 (wei1,gan4,bi4,shi1)
熊据虎跱 (xiong2,ju4,hu3,shen1)
熊爪子 (xiong2,zhua3,zi5)
熊腰虎背 (xiong2,yao1,hu3,bei4)
熏倒 (xun4,dao3)
熏着 (xun4,zhao2)
熏莸不同器 (xun2,you2,bu4,tong2,qi4)
熏莸同器 (xun2,you2,tong2,qi4)
熏蚊子 (xun1,wen2,zi5)
熏豆腐 (xun1,dou4,fu5)
熏透 (xun4,tou4)
熟思审处 (shu2,si1,shen3,chu3)
熨帖 (yu4,tie1)
熨斗 (yun4,dou3)
熨烫 (yun4,tang4)
熬出头 (ao2,chu1,tou2)
熬夜 (ao2,ye4)
熬姜呷醋 (ao2,jiang1,xia1,cu4)
熬心 (ao2,xin1)
熬心费力 (ao2,xin1,fei4,li4)
熬更守夜 (ao2,geng1,shou3,ye4)
熬枯受淡 (ao2,ku1,shou4,dan4)
熬油费火 (ao2,you2,fei4,huo3)
熬清受淡 (ao2,qing1,shou4,dan4)
熬清守淡 (ao2,qing1,shou3,dan4)
熬清守谈 (ao2,qing1,shou3,tan2)
熬煎 (ao2,jian1)
熬熬 (ao2,ao2)
熬肠刮肚 (ao2,chang2,gua1,du4)
燃烧弹 (ran2,shao1,dan4)
燃烧炸弹 (ran2,shao1,zha4,dan4)
燎发摧枯 (liao3,fa4,cui1,ku1)
燎如观火 (liao3,ru2,guan1,huo3)
燕京 (yan1,jing1)
燕处危巢 (yan4,chu3,wei1,chao2)
燕处焚巢 (yan4,chu3,fen2,chao2)
燕子 (yan4,zi5)
燕子衔食 (yan4,zi3,xian2,shi2)
燕山 (yan1,shan1)
燕岱之石 (yan1,dai4,zhi1,shi2)
燕巢幙上 (yan4,chao2,yu2,shang4)
燕市悲歌 (yan1,shi4,bei1,ge1)
燕昭好马 (yan1,zhao1,hao3,ma3)
燕昭市骏 (yan1,zhao1,shi4,jun4)
燕歌赵舞 (yan1,ge1,zhao4,wu3)
燕石妄珍 (yan1,shi2,wang4,zhen1)
燕赵 (yan1,zhao4)
燕金募秀 (yan1,jin1,mu4,xiu4)
燕雀处堂 (yan4,que4,chu3,tang2)
燕雀处屋 (yan4,que4,chu3,wu1)
燕驾越毂 (yan1,jia4,yue4,gu1)
燕骏千金 (yan1,jun4,qian1,jin1)
燕麦 (yan1,mai4)
燕麦粥 (yan1,mai4,zhou1)
爆破炸弹 (bao4,po4,zha4,dan4)
爪儿 (zhua3,er5)
爪子 (zhua3,zi5)
爪尖儿 (zhua3,jian1,er5)
爪牙 (zhao3,ya2)
爱丽舍宫 (ai4,li4,she4,gong1)
爱人好士 (ai4,ren2,hao4,shi4)
爱好 (ai4,hao4)
爱生恶死 (ai4,sheng1,wu4,si3)
爱面子 (ai4,mian4,zi5)
爵士乐 (jue2,shi4,yue4)
父为子隐 (fu4,wei2,zi3,yin3)
父债子还 (fu4,zhai4,zi3,huan2)
片儿 (pian1,er5)
片儿汤 (pian1,er5,tang1)
片头 (pian1,tou2)
片子 (pian1,zi5)
片文只事 (pian4,wen2,zhi1,shi4)
片甲不还 (pian4,jia3,bu4,huan2)
片纸只字 (pian4,zhi3,zhi1,zi4)
片言只字 (pian4,yan2,zhi3,zi4)
片词只句 (pian4,ci2,zhi1,ju4)
片语只辞 (pian4,yan2,zhi3,ci2)
片长薄技 (pian4,chang2,bo2,ji4)
片鳞只甲 (pian4,lin2,zhi1,jia3)
牌坊 (pai2,fang1)
牌子 (pai2,zi5)
牙碜 (ya2,chen5)
牙缝 (ya2,feng4)
牛不喝水强按头 (niu2,bu4,he1,shui3,qiang3,an4,tou2)
牛仔 (niu2,zai3)
牛头不对马嘴 (niu2,tou2,bu4,dui4,ma3,zui3)
牛头不对马面 (niu2,tou2,bu4,dui4,ma3,mian4)
牛头刨 (niu2,tou2,bao4)
牛肚 (niu2,du3)
牛蒡子 (niu2,bang4,zi5)
牛鞅 (niu2,yang4)
牛骥同皁 (niu2,ji4,tong2,wen3)
牟平 (mu4,ping2)
牢什古子 (lao2,shi2,gu3,zi5)
牢笼 (lao2,long2)
牧猪奴戏 (mu4,zhou4,nu2,xi4)
物以希为贵 (wu4,yi3,xi1,wei2,gui4)
物以稀为贵 (wu4,yi3,xi1,wei2,gui4)
物稀为贵 (wu4,xi1,wei2,gui4)
物竞天择 (wu4,jin4,tian1,ze2)
物美价廉 (jia4,lian2,wu4,mei3)
牯牛 (gu1,niu2)
牲畜 (sheng1,chu4)
牵一发而动全身 (qian1,yi1,fa4,er2,dong4,quan2,shen1)
牵强 (qian1,qiang3)
牵强附会 (qian1,qiang2,fu4,hui4)
牵强附合 (qian1,qiang2,fu4,he2)
牵着鼻子走 (qian1,zhe5,bi2,zi5,zou3)
牵累 (qian1,lei3)
牵羊担酒 (qian1,yang2,dan4,jiu3)
特徵 (te4,zhi3)
犁庭扫闾 (li2,ting2,sao3,lv3)
犁牛骍角 (li2,niu2,mai4,jiao3)
犁生骍角 (li2,sheng1,yue4,jiao3)
犍为 (qian2,wei2)
犯不着 (fan4,bu4,zhao2)
犯得上 (fan4,de5,shang4)
犯得着 (fan4,de5,zhao2)
犯禁 (fan4,jin4)
犯而不校 (fan4,er2,bu4,jiao4)
犹疑 (you2,ni3)
狂风怒号 (kuang2,feng1,nu4,hao2)
狐狸尾巴 (hu2,li5,wei3,ba5)
狐裘尨茸 (hu2,qiu2,meng2,rong2)
狐裘蒙戎 (hu2,qiu2,meng2,rong2)
狐裘蒙茸 (hu2,qiu2,meng2,rong2)
狗续侯冠 (gou3,xu4,hou4,guan4)
狗血喷头 (gou3,xue4,pen1,tou2)
狗血淋头 (gou3,xue4,lin2,tou2)
狗追耗子 (gou3,zhui1,hao4,zi3)
狧穅及米 (shi4,kan3,ji2,mi3)
独具只眼 (du2,ju4,zhi1,yan3)
独处 (du2,chu3)
独当一面 (du2,dang1,yi2,mian4)
独有千秋 (du2,you4,qian1,qiu1)
独辟蹊径 (du2,pi4,xi1,jing4)
狭缝 (xia2,feng4)
狮子 (shi1,zi5)
狮子大开口 (shi1,zi1,da4,kai1,kou3)
狴犴 (bi4,an4)
狼号鬼哭 (lang2,hao2,gui3,ku1)
狼吞虎咽 (lang2,tun1,hu3,yan4)
狼狈为奸 (lang2,bei4,wei2,jian1)
狼艰狈蹶 (lang2,jian1,bei4,jue3)
狼藉 (lang2,ji2)
狼飡虎咽 (lang2,can1,hu3,yan1)
猛将 (meng3,jiang4)
猜度 (cai1,duo2)
猜着 (cai1,zhao2)
猜闷葫芦 (cai1,men4,hu2,lu5)
猪肚 (zhu1,du3)
猫哭耗子 (mao1,ku1,hao4,zi5)
猫爪子 (mao1,zhua3,zi5)
猫鼠同处 (mao1,shu3,tong2,chu3)
献血 (xian4,xue4)
猴子 (hou2,zi5)
獐子 (zhang1,zi5)
率以为常 (shuai4,yi3,wei2,chang2)
率先 (shuai4,xian1)
率兽食人 (shuai4,shou4,shi2,ren2)
率军 (shuai4,jun1)
率土同庆 (shuai4,tu3,tong2,qing4)
率土宅心 (shuai4,tu3,zhai2,xin1)
率土归心 (shuai4,tu3,gui1,xin1)
率尔 (shuai4,er3)
率尔操觚 (shuai4,er3,cao1,gu1)
率性 (shuai4,xing4)
率然 (shuai4,ran2)
率由旧则 (shuai4,you2,jiu4,ze2)
率由旧章 (shuai4,you2,jiu4,zhang1)
率直 (shuai4,zhi2)
率真 (shuai4,zhen1)
率队 (shuai4,dui4)
率领 (shuai4,ling3)
率马以骥 (shuai4,ma3,yi3,ji4)
玉卮无当 (yu4,zhi1,wu2,dang4)
玉尺量才 (yu4,chi3,liang2,cai2)
玉质金相 (yu4,zhi4,jin1,xiang4)
王冠 (wang2,guan1)
王天下 (wang4,tian1,xia4)
王蒙 (wang2,meng2)
王贡弹冠 (wang2,gong4,dan4,guan4)
玩儿不转 (wan2,er2,bu4,zhuan4)
玩岁愒日 (wan2,sui4,kai4,ri4)
玩岁愒时 (wan2,sui4,yi1,shi2)
玩岁愒月 (wan2,sui4,yi1,yue4)
玩日愒时 (wan2,ri4,kai4,shi2)
玩时愒日 (wan2,shi2,ai4,ri4)
环伺 (huan2,si4)
环晕 (huan2,yun4)
现在为止 (xian4,zai4,wei2,zhi3)
玻璃 (bo1,li5)
玻璃杯 (bo2,li5,bei1)
玻璃碴 (bo1,li5,cha2)
玻璃窗 (bo2,li5,chuang1)
玻璃纸 (bo2,li5,zhi3)
珠宫贝阙 (zhu1,gong1,bei4,que4)
珠还合浦 (zhu1,huan2,he2,pu3)
班长 (ban1,zhang3)
球迷 (qiu2,mi3)
理不胜辞 (li3,bu4,sheng4,ci2)
理发 (li3,fa4)
琢磨 (zuo2,mo5)
琴瑟之好 (qi2,se4,zhi1,hao3)
瑕瑜互见 (xia2,yu2,hu4,xian4)
瑗珲 (yuan4,hui1)
瑶台银阙 (yao2,tai2,yin2,que4)
瑶池女使 (yao2,shi5,nv3,shi3)
璇霄丹阙 (xuan2,xiao1,dan1,que4)
璧还 (bi4,huan2)
瓜葛 (gua1,ge2)
瓜葛相连 (gua1,ge3,xiang1,lian2)
瓜蔓 (gua1,wan4)
瓤子 (rang2,zi5)
瓦刀 (wa4,dao1)
瓦岗军 (wa3,gang1,jun1)
瓦窑堡 (wa3,yao2,bu3)
瓦舍 (wa3,she4)
瓶塞 (ping2,sai1)
瓶子 (ping2,zi5)
甘分随时 (gan1,fen4,sui2,shi2)
甘处下流 (gan1,chu3,xia4,liu2)
甘油炸药 (gan1,you2,zha4,yao4)
甘贫守分 (gan1,pin2,shou3,fen1)
甘露 (gan1,lu4)
甚为 (shen4,wei2)
生发 (sheng1,fa4)
生发未燥 (sheng1,fa4,wei4,zao4)
生拖死拽 (sheng1,tuo1,si3,zhuai1)
生杀予夺 (sheng1,sha1,yu3,duo2)
生死予夺 (sheng1,si3,yu3,duo2)
生肖 (sheng1,xiao4)
生角 (sheng1,jue2)
生还 (sheng1,huan2)
生还者 (sheng1,huan2,zhe3)
生长 (sheng1,zhang3)
生闷气 (sheng1,men4,qi4)
用人不当 (yong4,ren2,bu2,dang4)
用力一搡 (yong4,li4,yi4,sang3)
用处 (yong4,chu3)
用智铺谋 (yong4,zhi4,pu4,mou2)
用水和面 (yong4,shui3,huo4,mian4)
用行舍藏 (yong4,xing2,cang2,she3)
用词不当 (yong4,ci2,bu2,dang4)
用词切当 (yong4,ci2,qie4,dang4)
田父 (tian2,fu3)
田父之功 (tian2,fu3,zhi1,gong1)
田父献曝 (tian2,fu3,xian4,pu4)
田舍 (tian2,she4)
由头 (you2,tou5)
由得 (you2,de5)
甲壳 (jia3,qiao4)
电刨 (dian4,bao4)
电势差 (dian4,shi4,cha1)
电子乐器 (dian4,zi3,yue4,qi4)
电磁感应 (dian4,ci2,gan3,ying4)
电磨 (dian4,mo4)
电线杆 (dian4,xian4,gan3)
电荷 (dian4,he4)
电钻 (dian4,zuan4)
男仆 (nan2,pu2)
男傧相 (nan2,bin1,xiang4)
男女老小 (nan2,nv3,lao3,shao4)
男女老少 (nan2,nv3,lao3,shao4)
男孩儿 (nan2,hai2,er5)
男孩子 (nan2,hai2,zi5)
画卷 (hua4,juan4)
画地为牢 (hua4,di4,wei2,lao2)
画地为狱 (hua4,di4,wei2,yu4)
画夹 (hua4,jia1)
画帖 (hua4,tie4)
画片 (hua4,pian1)
画片儿 (hua4,pian1,er5)
画肖像 (hua4,xiao4,xiang4)
画荻和丸 (hua4,di2,huo4,wan2)
画蛇著足 (hua4,she2,zhuo2,zu2)
画龙不成反为狗 (hua4,long2,bu4,cheng2,fan3,wei2,gou3)
畅所欲为 (chang4,suo3,yu4,wei2)
留空 (liu2,kong4)
留难 (liu2,nan4)
畜产 (xu4,chan3)
畜养 (xu4,yang3)
畜力 (chu4,li4)
畜圈 (chu4,juan4)
畜妻养子 (xu4,qi1,yang3,zi3)
畜牧 (xu4,mu4)
番将 (fan1,jiang4)
番禺 (pan1,yu2)
疏不间亲 (shu1,bu4,jian4,qin1)
疑为 (yi2,wei2)
疖子 (jie1,zi5)
疙疙瘩瘩 (ge1,ge1,da1,da2)
疙瘩 (ge1,da5)
疙瘩汤 (ge1,da1,tang1)
疙里疙瘩 (ge1,li3,ge1,da1)
疟子 (yao4,zi3)
疟疾 (nve4,ji2)
疲于奔命 (pi2,yu2,ben1,ming4)
疲沓 (pi2,ta5)
疲疲沓沓 (pi2,pi2,ta5,ta5)
疲累 (pi2,lei4)
疾不可为 (ji2,bu4,ke3,wei2)
疾风劲草 (ji2,feng1,jing4,cao3)
疾风彰劲草 (ji2,feng1,zhang1,jing4,cao3)
疾风知劲草 (ji2,feng1,zhi1,jing4,cao3)
病假 (bing4,jia4)
病入骨隨 (bing4,ru4,gu3,sui3)
病革 (bing4,ji2)
症状 (zheng1,zhuang4)
症瘕 (zheng1,jia3)
症瘕积聚 (zheng1,jia3,ji1,ju4)
症结 (zheng1,jie2)
痌瘝在抱 (tong1,guan1,zao4,bao4)
痛不欲生 (tong4,bu2,yu4,sheng1)
痛切 (tong4,qie4)
痛恶 (tong4,wu4)
痛深恶绝 (tong4,shen1,wu4,jue2)
痛自创艾 (tong4,zi4,chuang1,yi4)
痞子 (pi3,zi5)
瘀血 (yu1,xue4)
瘅暑 (dan1,shu3)
瘅热 (dan1,re4)
瘊子 (hou2,zi5)
瘦削 (shou4,xue1)
瘦骨嶙峋 (shou4,gu3,li2,xun2)
瘦骨梭棱 (shou4,gu3,leng2,leng2)
瘦高挑儿 (shou4,gao1,tiao3,er2)
瘸子 (que2,zi5)
瘾君子 (yin3,jun1,zi5)
癖好 (pi3,hao4)
癞蛤蟆 (lai4,ha2,ma5)
癞蛤蟆想吃天鹅肉 (lai4,ha2,ma5,xiang3,chi1,tian1,e2,rou4)
登载 (deng1,zai3)
白不呲咧 (bai2,bu4,ci1,lie3)
白云亲舍 (bai2,yun2,qin1,she4)
白云观 (bai2,yun2,guan4)
白卷 (bai2,juan4)
白发 (bai2,fa4)
白发丹心 (bai2,fa4,dan1,xin1)
白发千丈 (bai2,fa4,qian1,zhang4)
白发朱颜 (bai2,fa4,zhu1,yan2)
白发红颜 (bai2,fa4,hong2,yan2)
白发苍苍 (bai2,fa4,cang1,cang1)
白发苍颜 (bai2,fa4,cang1,yan2)
白发青衫 (bai2,fa4,qing1,shan1)
白干 (bai2,qian2)
白干儿 (bai2,gan1,er2)
白晃晃 (bai2,huang4,huang3)
白术 (bai2,zhu2)
白相 (bai2,xiang4)
白纸坊 (bai2,zhi3,fang1)
白血 (bai2,xue4)
白血病 (bai2,xue4,bing4)
白衣卿相 (bai2,yi1,qing1,xiang4)
白露 (bai2,lu4)
白面儒冠 (bai2,mian4,ru2,guan1)
白首为郎 (bai2,shou3,wei2,lang2)
白首相庄 (bai2,shou3,xiang1,zhuang1)
白首相知 (bai2,shou3,xiang1,zhi1)
白骨露野 (bai2,gu3,lu4,ye3)
百下百着 (bai3,xia4,bai3,zhao2)
百不当一 (bai3,bu4,dang1,yi1)
百中百发 (bai3,zhong4,bai3,fa1)
百了千当 (bai3,liao3,qian1,dang1)
百兽率舞 (bai3,shou4,shuai4,wu3)
百分数 (bai3,fen1,shu4)
百发百中 (bai3,fa1,bai3,zhong4)
百善孝为先 (bai3,shan4,xiao4,wei2,xian1)
百堕俱举 (bai3,hui1,ju4,ju3)
百夫长 (bai3,fu1,zhang3)
百孔千创 (bai3,kong3,qian1,chuang1)
百尺竿头更进一步 (bai3,chi3,gan1,tou2,geng4,jin4,yi1,bu4)
百年好事 (bai3,nian2,hao3,shi4)
百废俱兴 (bai3,fei4,ju4,xing1)
百废具兴 (bai3,fei4,ju4,xing1)
百废待兴 (bai3,fei4,dai4,xing1)
百战不殆 (bai3,zhan4,bu2,dai4)
百日咳 (bai3,ri4,hai1)
百星不如一月 (bai3,xing1,bu4,ru2,yi2,yue4)
百舍重茧 (bai3,she4,chong2,jian3)
百舍重趼 (bai3,she4,chong2,jian3)
百读不厌 (bai3,du2,bu2,yan4)
百载树人 (bai3,zai3,shu4,ren2)
百闻不如一见 (bai3,wen2,bu4,ru2,yi2,jian4)
的一确二 (di2,yi1,que4,er4)
的哥 (di1,ge1)
的士 (di2,shi4)
的当 (di2,dang4)
的情 (di2,qing2)
的款 (di2,kuan3)
的确 (di2,que4)
的证 (di2,zheng4)
皇冠 (huang2,guan1)
皎阳似火 (jiao3,yang2,shi4,huo3)
皮包骨头 (pi2,bao1,gu2,tou5)
皮夹 (pi2,jia1)
皮夹子 (pi2,jia1,zi5)
皮相 (pi2,xiang4)
皮相之见 (pi2,xiang4,zhi1,jian4)
皮相之谈 (pi2,xiang4,zhi1,tan2)
皮笑肉不笑 (pi2,xiao4,rou4,bu2,xiao4)
皱眉头 (zhou4,mei2,tou5)
盈千累万 (ying2,qian1,lei3,wan4)
盈篇累牍 (ying2,pian1,lei3,du2)
盐分 (yan2,fen4)
盐巴 (yan2,ba5)
监利 (jian4,li4)
监生 (jian4,sheng1)
监禁 (jian1,jin4)
盒子 (he2,zi5)
盖子 (gai4,zi5)
盗录行为 (dao4,lu4,xing2,wei2)
盘子 (pan2,zi5)
盘曲 (pan2,qu1)
盛器 (cheng2,qi4)
盛水不漏 (cheng2,shui3,bu4,lou4)
盛菜 (cheng2,cai4)
盛衰兴废 (sheng4,shuai1,xing1,fei4)
盛饭 (cheng2,fan4)
目下十行 (mu4,xia4,shi2,hang2)
目不暇给 (mu4,bu4,xia2,ji3)
目不见睫 (mu4,bu4,jian4,jie2)
目前为止 (mu4,qian2,wei2,zhi3)
目挑心招 (mu4,tiao3,xin1,zhao1)
目无尊长 (mu4,wu2,zun1,zhang3)
目的 (mu4,di4)
目眢心忳 (mu4,yuan1,xin1,wang3)
目瞪舌彊 (mu4,deng4,she2,jiang4)
目空余子 (mu4,kong1,yu2,zi3)
盲翁扪钥 (mang2,weng1,men2,yao4)
直扑无华 (zhi2,pu3,wu2,hua2)
直率 (zhi2,shuai4)
直言不讳 (zhi2,yan2,bu2,hui4)
直言切谏 (zhi2,yan2,qie1,jian4)
直言贾祸 (zhi2,yan2,gu3,huo4)
相与为一 (xiang1,yu3,wei2,yi1)
相中 (xiang1,zhong4)
相亲 (xiang4,qin1)
相亲相爱 (xiang1,qin1,xiang1,ai4)
相似 (xiang1,si4)
相位 (xiang4,wei4)
相依为命 (xiang1,yi1,wei2,ming4)
相公 (xiang4,gong1)
相册 (xiang4,ce4)
相反数 (xiang1,fan3,shu4)
相国 (xiang4,guo2)
相图 (xiang4,tu2)
相士 (xiang4,shi4)
相声 (xiang4,sheng4)
相处 (xiang1,chu3)
相女配夫 (xiang4,nv3,pei4,fu1)
相差 (xiang1,cha1)
相差不大 (xiang1,cha1,bu2,da4)
相差甚远 (xiang1,cha1,shen4,yuan3)
相应 (xiang1,ying4)
相得 (xiang1,de5)
相得甚欢 (xiang1,de2,shen4,huan1)
相得益彰 (xiang1,de2,yi4,zhang1)
相得益章 (xiang1,de2,yi4,zhang1)
相态 (xiang4,tai4)
相扑 (xiang4,pu1)
相时而动 (xiang4,shi2,er2,dong4)
相术 (xiang4,shu4)
相机 (xiang4,ji1)
相机而动 (xiang4,ji1,er2,dong4)
相机行事 (xiang4,ji1,xing2,shi4)
相片 (xiang4,pian4)
相片儿 (xiang4,pian1,er5)
相率 (xiang1,shuai4)
相称 (xiang1,chen4)
相纸 (xiang4,zhi3)
相角 (xiang4,jiao3)
相貌 (xiang4,mao4)
相貌寒碜 (xiang4,mao4,han2,chen5)
相辅相成 (xiang1,fu3,xiang1,cheng2)
相遗以水 (xiang1,wei4,yi3,shui3)
相门有相 (xiang4,men2,you3,xiang4)
相间 (xiang1,jian4)
相面 (xiang4,mian4)
相马 (xiang4,ma3)
相鼠有皮 (xiang4,shu3,you3,pi2)
盼头 (pan4,tou5)
省亲 (xing3,qin1)
省察 (xing3,cha2)
省得 (sheng3,de5)
省悟 (xing3,wu4)
省视 (xing3,shi4)
省长 (sheng3,zhang3)
眉头一皱 (mei2,tou5,yi2,zhou4)
眉毛胡子一把抓 (mei2,mao2,hu2,zi5,yi1,ba3,zhua1)
看不见 (kan4,bu2,jian4)
看中 (kan4,zhong4)
看吧 (kan4,ba5)
看头 (kan4,tou5)
看守 (kan1,shou3)
看家 (kan1,jia1)
看得懂 (kan4,de5,dong3)
看得清 (kan4,de5,qing1)
看得起 (kan4,de5,qi3)
看护 (kan1,hu4)
看押 (kan1,ya1)
看样子 (kan4,yang4,zi5)
看相 (kan4,xiang4)
看管 (kan1,guan3)
看门 (kan1,men2)
真倔 (zhen1,jue4)
真分数 (zhen1,fen1,shu4)
真切 (zhen1,qie4)
真数 (zhen1,shu4)
真枪实弹 (zhen1,qiang1,shi2,dan4)
真率 (zhen1,shuai4)
真相 (zhen1,xiang4)
真相大白 (zhen1,xiang4,da4,bai2)
真相毕露 (zhen1,xiang1,bi4,lu4)
真菌 (zhen1,jun4)
真菌界 (zhen1,jun4,jie4)
眦裂发指 (zi4,lie4,fa4,zhi3)
眩晕 (xuan4,yun4)
眸子 (mou2,zi5)
眼不见为净 (yan3,bu2,jian4,wei2,jing4)
眼晕 (yan3,yun4)
眼花撩乱 (yan3,hua1,liao2,luan4)
眼见得 (yan3,jian4,de5)
着三不着两 (zhao2,san1,bu4,zhao2,liang3)
着书立说 (zhu4,shu1,li4,shuo1)
着人办理 (zhuo2,ren2,ban4,li4)
着凉 (zhao2,liang2)
着力 (zhuo2,li4)
着墨 (zhuo2,mo4)
着忙 (zhao2,mang2)
着急 (zhao2,ji2)
着想 (zhuo2,xiang3)
着意 (zhuo2,yi4)
着慌 (zhao2,huang1)
着手 (zhuo2,shou3)
着数 (zhao1,shu4)
着水 (zhe5,shui3)
着法 (zhao1,fa3)
着火 (zhao2,huo3)
着眼 (zhuo2,yan3)
着笔 (zhuo2,bi3)
着色 (zhuo2,se4)
着落 (zhuo2,luo4)
着装 (zhuo2,zhuang1)
着迷 (zhao2,mi2)
着重 (zhuo2,zhong4)
着陆 (zhuo2,lu4)
着风 (zhao2,feng1)
着魔 (zhao2,mo2)
睟面盎背 (sui4,mian4,ang4,bei4)
睡懒觉 (shui4,lan3,jiao4)
睡相 (shui4,xiang4)
睡眼蒙眬 (shui4,yan3,meng2,long2)
睡着 (shui4,zhao2)
睡觉 (shui4,jiao4)
督率 (du1,shuai4)
睥睨 (pi4,ni4)
睥睨一切 (pi4,ni4,yi2,qie4)
睹物兴情 (du3,wu4,xing1,qing2)
睹着知微 (du3,zhe5,zhi1,wei1)
瞋目切齿 (chen1,mu4,qie4,chi3)
瞎子 (xia1,zi5)
瞎琢磨 (xia1,zuo2,mo5)
瞎蒙 (xia1,meng1)
瞒哄 (man2,hong3)
瞥一眼 (pie1,yi4,yan3)
瞧得起 (qiao2,de5,qi3)
瞪眼咋舌 (deng4,yan3,ze2,she2)
瞭望 (liao4,wang4)
瞭望台 (liao4,wang4,tai2)
瞰瑕伺隙 (kan4,xia2,si4,xi4)
瞿然 (ju4,ran2)
矛头 (mao2,tou5)
矜功负气 (jin1,gong1,fu3,qi4)
矜名嫉能 (jin1,ming2,ji4,neng2)
矜己自饰 (jin1,ji3,zhi4,shi4)
矢口否认 (shi3,kou3,fou3,ren4)
知之为知之 (zhi1,zhi1,wei2,zhi1,zhi1)
知了 (zhi1,liao3)
知其不可为而为之 (zhi1,qi2,bu4,ke3,wei2,er2,wei2,zhi1)
知疼着热 (zhi1,teng2,zhao2,re4)
知疼着痒 (zhi1,teng2,zhao2,yang3)
知识 (zhi1,shi5)
知识产业 (zhi1,shi5,chan3,ye4)
知识产权 (zhi1,shi5,chan3,quan2)
知识分子 (zhi1,shi5,fen4,zi5)
知识化 (zhi1,shi5,hua4)
知识宝库 (zhi1,shi5,bao3,ku4)
知识密集产业 (zhi1,shi5,mi4,ji2,chan3,ye4)
知识就是力量 (zhi1,shi5,jiu4,shi4,li4,liang4)
知识工厂 (zhi1,shi5,gong1,chang3)
知识工程 (zhi1,shi5,gong1,cheng2)
知识库 (zhi1,shi5,ku4)
知识更新 (zhi1,shi5,geng1,xin1)
知识爆炸 (zhi1,shi5,bao4,zha4)
知识界 (zhi1,shi5,jie4)
知识经济 (zhi1,shi5,jing1,ji4)
知识老化 (zhi1,shi5,lao3,hua4)
知识财产 (zhi1,shi5,cai2,chan3)
知识贬值 (zhi1,shi5,bian3,zhi2)
知识青年 (zhi1,shi5,qing1,nian2)
知难而退 (zhi1,nan4,er2,tui4)
矩形 (ju3,xing2)
矫国更俗 (jiao3,guo2,geng1,su2)
短褐不完 (duan1,he4,bu4,wan2)
短见薄识 (duan3,jian4,bo2,shi2)
矮个子 (ai3,ge4,zi5)
矮人观场 (ai3,ren2,guan1,chang2)
矮子观场 (ai3,zi3,guan1,chang2)
石头 (shi2,tou5)
石子儿 (shi2,zi3,er5)
石室金匮 (shi2,shi4,jin1,gui4)
石磨 (shi2,mo4)
矿芯 (kuang4,xin4)
矿藏 (kuang4,cang2)
矿难 (kuang4,nan4)
码头 (ma3,tou5)
砖头 (zhuan1,tou5)
砚台 (yan4,tai1)
砥砺琢磨 (di3,li4,zhuo2,mo2)
破家为国 (po4,jia1,wei2,guo2)
破愁为笑 (po4,chou2,wei2,xiao4)
破涕为笑 (po4,ti4,wei2,xiao4)
破相 (po4,xiang4)
破矩为圆 (po4,ju3,wei2,yuan2)
破衣服 (po4,yi1,fu5)
破觚为圜 (po4,gu1,wei2,yuan2)
破镜重合 (po4,jing4,zhong4,he2)
破镜重圆 (po4,jing4,chong2,yuan2)
硕望宿德 (shuo4,wang4,xiu3,de2)
硝云弹雨 (xiao1,yun2,dan4,yu3)
确切 (que4,qie4)
确当 (que4,dang4)
